treatment,zip5,unique_key,age,channel_cd,state,canc_month,resp,conv,region,division,cancel_reason_bucket,annual_premium_select,driver_cnt_select,vehicle_cnt_select,polk_flag,pif_own_rent_cd,internet_sale_ind,pif_risk_lvl
Promo,47714,4305,27,DM,IN,23,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),1061,2,2,1,O,N,B
Promo,92649,4306,65,DM,CA,9,0,0,West,Pacific,Rate dissatisfaction (Y),1176,2,2,1,,,
Promo,30204,4307,24,DM,GA,8,0,0,South,South_Atlantic,Other Company (Y),1174,1,1,1,T,Y,B
Promo,31326,4308,69,DM_EM,GA,14,0,0,South,South_Atlantic,Non-Payment,548,1,1,0,T,Y,C
Promo,74012,4309,60,DM,OK,21,0,0,South,West_South_Central,Other Company (Y),993,2,1,1,T,Y,B
Promo,78665,4310,59,DM,TX,18,0,0,South,West_South_Central,Other Company (Y),2373,3,3,1,T,Y,B
Promo,77469,4311,53,DM,TX,13,0,0,South,West_South_Central,Others,980,2,3,1,,,
Promo,19146,4312,,DM,PA,5,0,0,Northeast,Middle_Atlantic,Others,1064,1,1,1,T,Y,C
Promo,11233,4313,,DM,NY,17,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),981,2,1,1,O,Y,B
Promo,33880,4314,72,DM,FL,11,0,0,South,South_Atlantic,Rate dissatisfaction (Y),867,2,2,1,O,N,B
Promo,77583,4315,31,DM,TX,19,0,0,South,West_South_Central,Other Company (Y),633,1,1,0,T,N,B
Promo,85207,4316,41,DM,AZ,6,0,0,West,Mountain,Rate dissatisfaction (Y),846,2,2,1,O,N,B
Promo,92376,4317,55,DM,CA,5,0,0,West,Pacific,Non-Payment,639,1,1,1,T,N,B
Promo,38261,4318,21,DM,TN,4,0,0,South,East_South_Central,No reason given (Y),329,1,1,1,T,N,D
Promo,55344,4319,38,DM,MN,19,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),1183,2,1,1,T,Y,B
Promo,98444,4320,26,DM,WA,13,0,0,West,Pacific,Other Company (Y),904,2,1,1,T,Y,D
Promo,7114,4321,,DM_EM,NJ,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),2744,1,1,1,T,N,D
Promo,64086,4322,34,DM,MO,15,0,0,Midwest,West_North_Central,Other Company (Y),923,2,2,1,T,Y,B
Promo,4938,4323,37,DM,ME,10,0,0,Northeast,New_England,Other Company (Y),208,3,1,1,T,Y,B
Promo,65802,4324,,DM,MO,13,0,0,Midwest,West_North_Central,Non-Payment,385,1,1,1,T,N,D
Promo,43081,4325,,DM,OH,22,0,0,Midwest,East_North_Central,Sold car/Inoperable/Not running (Y),553,1,1,1,,,
Promo,52405,4326,55,DM,IA,8,0,0,Midwest,West_North_Central,Other Company (Y),,,,1,T,Y,B
Promo,72223,4327,37,DM,AR,6,0,0,South,West_South_Central,Non-Payment,801,1,1,0,T,Y,B
Promo,98030,4328,27,DM,WA,8,0,0,West,Pacific,Non-Payment,1023,2,2,1,T,Y,C
Promo,55340,4329,,DM,MN,8,0,0,Midwest,West_North_Central,Others,768,2,1,1,T,Y,B
Promo,19154,4330,32,DM_EM,PA,24,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1548,1,1,1,T,N,D
Promo,84102,4331,23,DM_EM,UT,12,0,0,West,Mountain,Sold car/Inoperable/Not running (Y),325,1,1,1,,,
Promo,33543,4332,,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),491,1,1,1,O,Y,B
Promo,71854,4333,43,DM_EM,AR,7,0,0,South,West_South_Central,Non-Payment,892,2,2,1,O,Y,B
Promo,62286,4334,,DM_EM,IL,24,0,0,Midwest,East_North_Central,Sold car/Inoperable/Not running (Y),323,2,1,1,T,Y,B
Promo,70634,4335,32,DM,LA,8,0,0,South,West_South_Central,Non-Payment,2060,2,3,1,O,Y,B
Promo,45419,4336,,DM,OH,4,0,0,Midwest,East_North_Central,Non-Payment,661,1,2,1,T,Y,B
Promo,38052,4337,,DM,TN,6,0,0,South,East_South_Central,Other Company (Y),1921,3,3,1,T,N,B
Promo,77346,4338,31,DM,TX,4,0,0,South,West_South_Central,Non-Payment,1488,1,1,1,T,Y,C
Promo,92553,4339,62,DM,CA,22,0,0,West,Pacific,Others,271,2,1,1,T,N,B
Promo,22033,4340,79,DM,VA,8,0,0,South,South_Atlantic,Other Company (Y),460,3,1,1,O,Y,B
Promo,77025,4341,24,DM,TX,8,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),649,1,1,1,T,Y,B
Promo,12047,4342,30,DM,NY,12,0,0,Northeast,Middle_Atlantic,Other Company (Y),1284,1,1,1,T,Y,C
Promo,45320,4343,,DM,OH,5,0,0,Midwest,East_North_Central,Others,539,2,2,1,O,Y,B
Promo,14905,4344,44,DM,NY,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),984,2,3,1,O,Y,B
Promo,95035,4345,37,DM,CA,6,0,0,West,Pacific,Non-Payment,949,1,2,1,O,Y,B
Promo,64138,4346,37,DM,MO,22,0,0,Midwest,West_North_Central,Non-Payment,805,1,1,1,O,Y,B
Promo,78609,4347,,DM_EM,TX,18,0,0,South,West_South_Central,Non-Payment,1292,1,2,1,O,Y,D
Promo,29615,4348,29,DM,SC,24,0,0,South,South_Atlantic,Rate dissatisfaction (Y),814,2,1,1,T,Y,B
Promo,47362,4349,40,DM,IN,14,0,0,Midwest,East_North_Central,Other Company (Y),617,1,1,1,T,Y,C
Promo,47978,4350,32,DM,IN,6,0,0,Midwest,East_North_Central,Non-Payment,1047,1,1,1,T,Y,D
Promo,37064,4351,40,DM,TN,14,0,0,South,East_South_Central,Other Company (Y),919,2,2,1,T,Y,B
Promo,2169,4352,62,DM_EM,MA,18,0,0,Northeast,New_England,Sold car/Inoperable/Not running (Y),946,2,1,1,T,Y,C
Promo,13501,4353,,DM,NY,6,0,0,Northeast,Middle_Atlantic,Non-Payment,1948,3,2,1,R,Y,B
Promo,5468,4354,,DM,VT,16,0,0,Northeast,New_England,Non-Payment,802,1,1,1,T,N,C
Promo,97497,4355,,DM,OR,5,0,0,West,Pacific,Non-Payment,329,2,3,1,R,Y,B
Promo,66757,4356,,DM,KS,6,0,0,Midwest,West_North_Central,Non-Payment,,,,1,T,Y,C
Promo,95661,4357,26,DM,CA,8,0,0,West,Pacific,Other Company (Y),1672,2,1,1,,,
Promo,11747,4358,54,DM_EM,NY,20,0,0,Northeast,Middle_Atlantic,Other Company (Y),1490,2,1,1,O,Y,B
Promo,7094,4359,,DM_EM,NJ,7,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),1486,2,1,1,T,Y,B
Promo,33647,4360,82,DM,FL,13,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1995,2,2,1,,,
Promo,86322,4361,,DM,AZ,5,0,0,West,Mountain,Non-Payment,591,1,1,1,T,Y,D
Promo,89146,4362,,DM,NV,5,0,0,West,Mountain,Rate dissatisfaction (Y),1122,1,1,1,T,Y,C
Promo,20109,4363,26,DM,VA,5,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1040,1,1,1,T,Y,C
Promo,31602,4364,30,DM,GA,19,0,0,South,South_Atlantic,Others,3187,2,2,1,T,Y,C
Promo,98632,4365,38,DM,WA,5,0,0,West,Pacific,Other Company (Y),876,2,2,1,T,Y,B
Promo,23222,4366,33,DM,VA,21,0,0,South,South_Atlantic,Rate dissatisfaction (Y),781,1,1,1,T,Y,B
Promo,98801,4367,80,DM_EM,WA,14,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),403,1,1,1,O,N,C
Promo,7932,4368,36,DM_EM,NJ,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),1258,2,2,1,O,Y,B
Promo,28472,4369,51,DM,NC,19,0,0,South,South_Atlantic,Rate dissatisfaction (Y),819,1,1,1,T,N,B
Promo,36535,4370,25,DM,AL,8,0,0,South,East_South_Central,Non-Payment,665,2,1,1,T,N,C
Promo,70363,4371,30,DM,LA,22,0,0,South,West_South_Central,Other Company (Y),578,1,1,1,,Y,B
Promo,20653,4372,27,DM_EM,MD,14,0,0,South,South_Atlantic,Non-Payment,1301,1,1,1,T,Y,D
Promo,33764,4373,83,DM,FL,5,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),614,3,1,1,T,Y,B
Promo,19809,4374,62,DM,DE,11,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1756,3,3,1,O,Y,B
Promo,29020,4375,73,DM,SC,10,0,0,South,South_Atlantic,Other Company (Y),532,1,1,0,O,N,C
Promo,6095,4376,73,DM,CT,14,0,0,Northeast,New_England,No reason given (Y),2086,2,2,1,O,N,B
Promo,10010,4377,,DM,NY,10,0,0,Northeast,Middle_Atlantic,Other Company (Y),1241,3,1,1,T,N,B
Promo,30045,4378,33,DM,GA,22,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1633,3,1,1,T,Y,C
Promo,61354,4379,,DM_EM,IL,18,0,0,Midwest,East_North_Central,Non-Payment,473,1,1,1,T,Y,C
Promo,93710,4380,24,DM_EM,CA,24,0,0,West,Pacific,Non-Payment,1375,1,1,1,T,Y,D
Promo,30043,4381,47,DM,GA,19,0,0,South,South_Atlantic,Non-Payment,1422,1,1,1,T,Y,C
Promo,32055,4382,63,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,1008,1,1,1,T,N,C
Promo,28216,4383,25,DM_EM,NC,20,0,0,South,South_Atlantic,Non-Payment,2192,2,1,1,,,
Promo,2050,4384,58,DM,MA,22,0,0,Northeast,New_England,Other Company (Y),758,1,1,1,T,Y,C
Promo,30022,4385,48,DM,GA,24,0,0,South,South_Atlantic,Non-Payment,1620,1,1,1,T,Y,C
Promo,97814,4386,,DM,OR,4,0,0,West,Pacific,Other Company (Y),423,2,2,1,T,Y,B
Promo,29223,4387,32,DM,SC,8,0,0,South,South_Atlantic,Other Company (Y),1047,2,2,0,T,Y,B
Promo,72223,4388,51,DM_EM,AR,14,0,0,South,West_South_Central,Other Company (Y),,,,1,O,Y,B
Promo,87004,4389,20,DM,NM,5,0,0,West,Mountain,Rate dissatisfaction (Y),1868,1,1,0,T,Y,D
Promo,77377,4390,33,DM_EM,TX,14,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),396,1,1,1,,,
Promo,85306,4391,41,DM,AZ,18,0,0,West,Mountain,Non-Payment,507,2,1,1,O,Y,B
Promo,92606,4392,24,DM,CA,23,0,0,West,Pacific,Other Company (Y),1697,1,1,1,T,Y,D
Promo,45424,4393,41,DM_EM,OH,11,0,0,Midwest,East_North_Central,Others,1052,5,2,1,O,Y,C
Promo,96814,4394,58,DM,HI,15,0,0,West,Pacific,Other Company (Y),621,2,1,1,O,Y,B
Promo,22406,4395,56,DM,VA,13,0,0,South,South_Atlantic,Rate dissatisfaction (Y),698,1,1,1,T,Y,B
Promo,2474,4396,59,DM,MA,11,0,0,Northeast,New_England,Other Company (Y),218,2,1,1,,Y,B
Promo,39047,4397,21,DM,MS,22,0,0,South,East_South_Central,Non-Payment,734,1,1,1,T,N,D
Promo,64701,4398,24,DM,MO,8,0,0,Midwest,West_North_Central,Non-Payment,956,1,1,1,T,Y,B
Promo,45202,4399,33,DM,OH,23,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),521,1,1,1,O,Y,D
Promo,14525,4400,,DM_EM,NY,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),832,2,1,1,O,Y,C
Promo,8854,4401,28,DM,NJ,4,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1446,1,1,1,T,N,C
Promo,77022,4402,,DM,TX,22,0,0,South,West_South_Central,Other Company (Y),591,2,1,1,T,Y,B
Promo,78538,4403,31,DM,TX,15,0,0,South,West_South_Central,Non-Payment,3239,2,3,1,T,Y,B
Promo,32176,4404,49,DM,FL,5,0,0,South,South_Atlantic,Other Company (Y),890,1,1,1,T,Y,C
Promo,70001,4405,,DM_EM,LA,7,0,0,South,West_South_Central,Other Company (Y),353,2,1,1,T,Y,B
Promo,33544,4406,26,DM,FL,15,0,0,South,South_Atlantic,Other Company (Y),310,2,1,1,T,Y,B
Promo,30318,4407,68,DM,GA,7,0,0,South,South_Atlantic,Non-Payment,1133,2,1,1,T,Y,B
Promo,40502,4408,32,DM_EM,KY,11,0,0,South,East_South_Central,Other Company (Y),914,1,1,1,T,Y,C
Promo,96094,4409,57,DM_EM,CA,14,0,0,West,Pacific,Rate dissatisfaction (Y),971,1,2,1,T,Y,B
Promo,89108,4410,26,DM_EM,NV,14,0,0,West,Mountain,Other Company (Y),1733,1,1,1,T,Y,C
Promo,20785,4411,38,DM_EM,MD,23,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),697,2,1,1,O,N,C
Promo,60804,4412,35,DM,IL,4,0,0,Midwest,East_North_Central,Non-Payment,1148,2,2,1,O,N,C
Promo,29906,4413,,DM,SC,14,0,0,South,South_Atlantic,Non-Payment,,,,1,T,N,C
Promo,63782,4414,40,DM,MO,17,0,0,Midwest,West_North_Central,Non-Payment,1264,1,1,1,O,Y,D
Promo,46806,4415,27,DM,IN,19,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),599,2,1,1,T,Y,D
Promo,20175,4416,63,DM_EM,VA,7,0,0,South,South_Atlantic,Other Company (Y),551,2,1,1,O,N,B
Promo,71909,4417,23,DM,AR,8,0,0,South,West_South_Central,Non-Payment,1147,1,1,1,T,Y,D
Promo,83301,4418,,DM_EM,ID,20,0,0,West,Mountain,Other Company (Y),878,2,1,1,T,N,C
Promo,17602,4419,,DM,PA,16,0,0,Northeast,Middle_Atlantic,Other Company (Y),448,1,1,1,O,N,C
Promo,76401,4420,54,DM_EM,TX,7,0,0,South,West_South_Central,Other Company (Y),2659,3,3,1,T,N,C
Promo,75501,4421,,DM,TX,4,0,0,South,West_South_Central,Rate dissatisfaction (Y),3266,4,3,0,T,Y,B
Promo,43506,4422,23,DM,OH,19,0,0,Midwest,East_North_Central,Non-Payment,1377,1,1,1,T,Y,D
Promo,92109,4423,32,DM,CA,14,0,0,West,Pacific,Non-Payment,637,1,1,1,T,Y,B
Promo,31419,4424,23,DM,GA,5,0,0,South,South_Atlantic,Non-Payment,1281,1,1,1,T,Y,C
Promo,28168,4425,23,DM,NC,5,0,0,South,South_Atlantic,Others,319,1,1,1,T,Y,B
Promo,33463,4426,59,DM,FL,16,0,0,South,South_Atlantic,Non-Payment,1106,2,1,1,T,Y,B
Promo,33614,4427,31,DM_EM,FL,18,0,0,South,South_Atlantic,Non-Payment,1056,1,1,1,T,Y,C
Promo,16701,4428,28,DM,PA,18,0,0,Northeast,Middle_Atlantic,No reason given (Y),660,1,3,1,T,Y,B
Promo,79416,4429,50,DM,TX,22,0,0,South,West_South_Central,Other Company (Y),1485,2,2,1,O,Y,B
Promo,33993,4430,28,DM,FL,9,0,0,South,South_Atlantic,Other Company (Y),2777,2,3,1,O,Y,B
Promo,34654,4431,34,DM,FL,6,0,0,South,South_Atlantic,Other Company (Y),1469,2,2,1,O,Y,B
Promo,66079,4432,74,DM,KS,6,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),1977,2,3,1,O,N,C
Promo,80504,4433,57,DM,CO,12,0,0,West,Mountain,No reason given (Y),795,1,2,1,O,Y,C
Promo,38862,4434,48,DM,MS,5,0,0,South,East_South_Central,Non-Payment,804,2,2,0,T,Y,B
Promo,19805,4435,59,DM,DE,6,0,0,South,South_Atlantic,Non-Payment,2953,1,2,1,T,Y,C
Promo,33056,4436,,DM,FL,8,0,0,South,South_Atlantic,Non-Payment,1130,2,2,1,T,Y,C
Promo,22152,4437,,DM,VA,8,0,0,South,South_Atlantic,Non-Payment,1340,2,1,1,O,N,D
Promo,90731,4438,47,DM_EM,CA,12,0,0,West,Pacific,Non-Payment,802,1,1,0,T,N,B
Promo,33027,4439,37,DM,FL,10,0,0,South,South_Atlantic,Rate dissatisfaction (Y),733,1,1,1,O,Y,B
Promo,63135,4440,44,DM,MO,19,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),1520,1,1,1,,,
Promo,90201,4441,44,DM_EM,CA,12,0,0,West,Pacific,Non-Payment,1916,4,3,1,T,Y,B
Promo,23608,4442,45,DM,VA,24,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1105,2,2,1,T,Y,C
Promo,1876,4443,34,DM,MA,22,0,0,Northeast,New_England,Other Company (Y),1004,1,1,1,T,Y,D
Promo,6074,4444,49,DM,CT,18,0,0,Northeast,New_England,Other Company (Y),728,2,2,1,O,N,B
Promo,30331,4445,50,DM,GA,8,0,0,South,South_Atlantic,Non-Payment,762,1,1,1,T,Y,B
Promo,19140,4446,32,DM_EM,PA,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),1231,2,1,1,T,N,C
Promo,27526,4447,46,DM,NC,4,0,0,South,South_Atlantic,Other Company (Y),1449,2,2,1,,,
Promo,97007,4448,28,DM,OR,24,0,0,West,Pacific,Others,680,2,1,0,T,Y,D
Promo,11418,4449,,DM_EM,NY,14,0,0,Northeast,Middle_Atlantic,Other Company (Y),1386,3,1,1,T,Y,B
Promo,64052,4450,33,DM,MO,13,0,0,Midwest,West_North_Central,Sold car/Inoperable/Not running (Y),293,2,1,1,O,Y,B
Promo,10314,4451,58,DM,NY,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),4810,4,3,1,O,N,C
Promo,7626,4452,,DM,NJ,4,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1036,2,1,1,T,N,C
Promo,78744,4453,37,DM,TX,4,0,0,South,West_South_Central,Non-Payment,376,1,1,0,T,Y,B
Promo,2125,4454,,DM,MA,7,0,0,Northeast,New_England,Other Company (Y),1163,1,1,1,T,N,C
Promo,76065,4455,32,DM,TX,12,0,0,South,West_South_Central,Non-Payment,736,2,1,1,T,Y,B
Promo,17070,4456,,DM,PA,12,0,0,Northeast,Middle_Atlantic,Non-Payment,2219,5,3,1,O,N,B
Promo,21213,4457,38,DM_EM,MD,14,0,0,South,South_Atlantic,Non-Payment,1040,2,1,1,T,Y,B
Promo,64804,4458,43,DM_EM,MO,20,0,0,Midwest,West_North_Central,Non-Payment,939,1,2,1,O,Y,B
Promo,34287,4459,,DM,FL,9,0,0,South,South_Atlantic,Other Company (Y),1693,2,2,1,O,Y,B
Promo,14706,4460,,DM,NY,23,0,0,Northeast,Middle_Atlantic,Non-Payment,,,,1,T,Y,C
Promo,89002,4461,30,DM,NV,12,0,0,West,Mountain,Non-Payment,642,1,1,1,T,Y,C
Promo,99506,4462,23,DM,AK,4,0,0,West,Pacific,Rate dissatisfaction (Y),1600,2,3,1,T,Y,C
Promo,37086,4463,22,DM,TN,22,0,0,South,East_South_Central,Rate dissatisfaction (Y),2307,2,2,1,,,
Promo,36109,4464,66,DM,AL,9,0,0,South,East_South_Central,Other Company (Y),949,1,1,1,T,N,B
Promo,53012,4465,26,DM,WI,8,0,0,Midwest,East_North_Central,Other Company (Y),495,2,1,0,T,Y,B
Promo,60451,4466,,DM,IL,8,0,0,Midwest,East_North_Central,Others,721,1,1,1,T,N,C
Promo,55418,4467,26,DM,MN,5,0,0,Midwest,West_North_Central,Non-Payment,1388,1,1,1,O,Y,D
Promo,34108,4468,,DM,FL,5,0,0,South,South_Atlantic,Other Company (Y),824,1,2,1,T,Y,C
Promo,44135,4469,42,DM,OH,19,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),580,2,2,1,O,Y,B
Promo,32244,4470,64,DM,FL,19,0,0,South,South_Atlantic,No reason given (Y),752,1,1,0,,,
Promo,32720,4471,38,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),721,1,1,1,T,N,D
Promo,46036,4472,41,DM_EM,IN,23,0,0,Midwest,East_North_Central,Non-Payment,783,1,1,1,T,Y,D
Promo,78258,4473,39,DM,TX,6,0,0,South,West_South_Central,Non-Payment,1186,1,1,1,T,Y,D
Promo,79763,4474,45,DM,TX,23,0,0,South,West_South_Central,Non-Payment,4041,3,3,1,T,N,C
Promo,85118,4475,55,DM,AZ,23,0,0,West,Mountain,Other Company (Y),1005,2,2,1,O,Y,B
Promo,34714,4476,78,DM,FL,5,0,0,South,South_Atlantic,Other Company (Y),570,2,3,1,O,N,B
Promo,35214,4477,,DM,AL,4,0,0,South,East_South_Central,Non-Payment,919,1,1,1,T,Y,D
Promo,90010,4478,53,DM,CA,22,0,0,West,Pacific,Other Company (Y),3383,4,2,1,T,Y,B
Promo,36117,4479,37,DM,AL,22,0,0,South,East_South_Central,Other Company (Y),420,2,1,1,O,Y,B
Promo,39305,4480,39,DM,MS,4,0,0,South,East_South_Central,Non-Payment,2352,2,2,1,T,Y,B
Promo,34134,4481,,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),593,1,1,0,O,N,B
Promo,80621,4482,35,DM,CO,15,0,0,West,Mountain,Other Company (Y),1174,2,2,1,O,N,B
Promo,33764,4483,47,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),1423,2,1,1,O,N,C
Promo,21044,4484,,DM,MD,20,0,0,South,South_Atlantic,No reason given (Y),957,2,2,1,O,Y,B
Promo,11787,4485,,DM,NY,13,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),744,3,1,1,,N,B
Promo,93643,4486,36,DM,CA,17,0,0,West,Pacific,No reason given (Y),861,1,1,1,O,Y,B
Promo,77494,4487,81,DM_EM,TX,12,0,0,South,West_South_Central,Non-Payment,1521,2,2,0,T,Y,B
Promo,33027,4488,53,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),2320,4,4,0,O,Y,B
Promo,41619,4489,28,DM_EM,KY,7,0,0,South,East_South_Central,Rate dissatisfaction (Y),1541,3,2,1,O,Y,B
Promo,32901,4490,35,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,681,1,1,0,T,Y,C
Promo,68504,4491,,DM_EM,NE,23,0,0,Midwest,West_North_Central,Other Company (Y),1041,1,1,1,T,Y,B
Promo,10473,4492,42,DM,NY,8,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),2955,1,1,1,T,Y,C
Promo,89115,4493,,DM,NV,8,0,0,West,Mountain,Non-Payment,1087,3,1,1,T,Y,B
Promo,53207,4494,32,DM,WI,24,0,0,Midwest,East_North_Central,Others,575,2,1,1,T,Y,C
Promo,91351,4495,28,DM,CA,7,0,0,West,Pacific,Rate dissatisfaction (Y),1171,1,1,1,T,Y,B
Promo,32750,4496,60,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),1761,2,2,1,O,Y,B
Promo,34994,4497,,DM_EM,FL,12,0,0,South,South_Atlantic,Non-Payment,1015,3,1,1,,Y,B
Promo,85132,4498,,DM,AZ,23,0,0,West,Mountain,Rate dissatisfaction (Y),605,3,2,1,T,Y,B
Promo,30045,4499,28,DM,GA,8,0,0,South,South_Atlantic,Other Company (Y),2278,2,3,1,O,N,B
Promo,52215,4500,55,DM,IA,18,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),1576,4,4,0,T,N,B
Promo,2067,4501,48,DM,MA,18,0,0,Northeast,New_England,No reason given (Y),3022,2,1,0,O,N,D
Promo,11793,4502,,DM,NY,10,0,0,Northeast,Middle_Atlantic,Other Company (Y),622,2,1,1,T,N,B
Promo,95126,4503,23,DM,CA,6,0,0,West,Pacific,Other Company (Y),1233,1,1,1,R,Y,D
Promo,79029,4504,42,DM,TX,10,0,0,South,West_South_Central,Rate dissatisfaction (Y),1945,3,3,1,O,Y,B
Promo,62703,4505,63,DM_EM,IL,20,0,0,Midwest,East_North_Central,Other Company (Y),752,2,1,1,T,Y,C
Promo,33435,4506,,DM,FL,16,0,0,South,South_Atlantic,Non-Payment,3161,1,1,1,T,Y,C
Promo,60002,4507,40,DM,IL,5,0,0,Midwest,East_North_Central,Non-Payment,1592,2,2,1,O,Y,B
Promo,32720,4508,58,DM,FL,7,0,0,South,South_Atlantic,Non-Payment,546,1,1,1,O,N,C
Promo,46226,4509,20,DM,IN,5,0,0,Midwest,East_North_Central,No reason given (Y),836,1,1,1,,,
Promo,33702,4510,,DM,FL,9,0,0,South,South_Atlantic,Rate dissatisfaction (Y),613,1,1,1,O,Y,B
Promo,27603,4511,,DM,NC,6,0,0,South,South_Atlantic,Other Company (Y),1087,1,1,1,,,
Promo,78249,4512,,DM_EM,TX,14,0,0,South,West_South_Central,Other Company (Y),1262,2,2,1,O,Y,B
Promo,33311,4513,39,DM,FL,19,0,0,South,South_Atlantic,Non-Payment,1319,1,1,1,T,N,D
Promo,2343,4514,42,DM,MA,12,0,0,Northeast,New_England,Other Company (Y),942,2,1,1,O,Y,C
Promo,71403,4515,,DM,LA,17,0,0,South,West_South_Central,Other Company (Y),2228,3,1,1,T,N,B
Promo,34994,4516,,DM,FL,9,0,0,South,South_Atlantic,Non-Payment,375,1,1,1,T,Y,B
Promo,45238,4517,33,DM,OH,19,0,0,Midwest,East_North_Central,Other Company (Y),853,2,1,1,T,N,D
Promo,64870,4518,23,DM,MO,5,0,0,Midwest,West_North_Central,Non-Payment,1436,1,1,1,T,Y,C
Promo,40517,4519,38,DM_EM,KY,18,0,0,South,East_South_Central,Rate dissatisfaction (Y),1278,1,2,0,T,N,C
Promo,2121,4520,45,DM,MA,17,0,0,Northeast,New_England,Other Company (Y),793,2,1,1,,Y,B
Promo,78363,4521,,DM,TX,5,0,0,South,West_South_Central,Non-Payment,1101,4,2,1,R,N,C
Promo,21043,4522,40,DM,MD,5,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1608,2,4,1,O,Y,B
Promo,13039,4523,,DM,NY,5,0,0,Northeast,Middle_Atlantic,Other Company (Y),653,3,1,1,T,Y,B
Promo,36693,4524,33,DM_EM,AL,20,0,0,South,East_South_Central,Non-Payment,453,1,1,1,T,Y,C
Promo,32162,4525,,DM,FL,19,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),465,4,1,1,O,N,B
Promo,34472,4526,,DM_EM,FL,7,0,0,South,South_Atlantic,Other Company (Y),1459,2,2,1,O,N,C
Promo,55975,4527,37,DM,MN,4,0,0,Midwest,West_North_Central,No reason given (Y),1252,1,2,1,T,Y,C
Promo,23228,4528,,DM_EM,VA,7,0,0,South,South_Atlantic,Non-Payment,925,2,1,1,T,N,C
Promo,75218,4529,,DM_EM,TX,11,0,0,South,West_South_Central,Rate dissatisfaction (Y),516,2,1,1,O,Y,B
Promo,15207,4530,,DM,PA,19,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),321,2,1,1,T,N,C
Promo,98008,4531,,DM,WA,24,0,0,West,Pacific,Other Company (Y),947,5,2,1,T,Y,B
Promo,32216,4532,31,DM,FL,12,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1179,1,1,1,T,Y,B
Promo,78201,4533,,DM,TX,9,0,0,South,West_South_Central,Rate dissatisfaction (Y),363,2,1,1,T,Y,B
Promo,33463,4534,,DM,FL,8,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1005,2,1,1,O,N,B
Promo,8234,4535,57,DM_EM,NJ,7,0,0,Northeast,Middle_Atlantic,Other Company (Y),1248,3,2,1,T,Y,C
Promo,3842,4536,22,DM,NH,13,0,0,Northeast,New_England,Others,1365,1,1,1,T,Y,D
Promo,79102,4537,,DM_EM,TX,14,0,0,South,West_South_Central,Non-Payment,935,2,1,1,T,Y,C
Promo,84096,4538,,DM,UT,5,0,0,West,Mountain,Rate dissatisfaction (Y),1806,2,2,1,O,Y,B
Promo,97209,4539,,DM,OR,8,0,0,West,Pacific,Other Company (Y),516,1,1,1,T,Y,C
Promo,1810,4540,31,DM,MA,24,0,0,Northeast,New_England,Other Company (Y),447,2,2,1,O,Y,B
Promo,38562,4541,,DM,TN,5,0,0,South,East_South_Central,Other Company (Y),1082,3,1,1,T,Y,B
